,error_rate,cultivation_distance,shots,errors,discards,gap,attempts_per_kept_shot,low_10,best_estimate,high_10,low_100,high_100,low_1000,high_1000,keep_rate,expected_volume,t_gate_cultivation_error_rate
14,0.00021,3,5000000000,82142,612054135,15,1.139485342926178,1.8580306710324468e-05,1.8719921012516868e-05,1.886061782578532e-05,1.852246187636137e-05,1.8919201046250827e-05,1.8477543364131727e-05,1.8964224391132045e-05,0.8775891730000001,6950.836009166873,3.7439842025033735e-05
15,0.00021,3,5000000000,76673,612134147,16,1.1395061212508284,1.7339702841640175e-05,1.7473870571402812e-05,1.7608863303597444e-05,1.728352518984814e-05,1.7665553733144174e-05,1.7240832453498438e-05,1.770913984229317e-05,0.8775731706,6950.946199270891,3.4947741142805624e-05
16,0.00021,3,5000000000,74247,612175294,17,1.139516807014616,1.6789456037125473e-05,1.692114087841138e-05,1.705368947343723e-05,1.6734089194492083e-05,1.7109569098633905e-05,1.669172651766367e-05,1.7152756785630806e-05,0.8775649412,6951.00286723826,3.384228175682276e-05
17,0.00021,3,5000000000,61728,612725876,18,1.1396598109447609,1.3949771149517531e-05,1.4069784165599588e-05,1.4190822875511757e-05,1.3898958277173746e-05,1.4242378806052466e-05,1.3860214402230956e-05,1.428164008654956e-05,0.8774548248,6951.761235307044,2.8139568331199176e-05
18,0.00021,3,5000000000,58928,612785131,19,1.139675203521619,1.3313729038603876e-05,1.343175608206118e-05,1.3551064120447571e-05,1.3264538377456887e-05,1.3600854250751766e-05,1.32272117351816e-05,1.3638691467518366e-05,0.8774429738,6951.842864104057,2.686351216412236e-05
19,0.00021,3,5000000000,57171,612885626,20,1.1397013098981033,1.2915626347880577e-05,1.3031572720971418e-05,1.3147473506009853e-05,1.2867920730438654e-05,1.3197093821652894e-05,1.2830611468348285e-05,1.3235045875282212e-05,0.8774228748,6951.981309546064,2.6063145441942836e-05
20,0.00021,3,5000000000,54710,612970491,21,1.1397233568780525,1.2356276585054535e-05,1.2470852974150808e-05,1.2585851060889228e-05,1.2309543368517153e-05,1.263404768221722e-05,1.2273359431373724e-05,1.2670803760485944e-05,0.8774059018,6952.098227490833,2.4941705948301617e-05
21,0.00021,3,5000000000,53667,613088152,22,1.13975392530397,1.2120884084835616e-05,1.2233434784988186e-05,1.2347008984165936e-05,1.2073844160818432e-05,1.2394764673648396e-05,1.203778918513614e-05,1.2430751264095151e-05,0.8773823696,6952.260335749713,2.446686956997637e-05
22,0.00021,3,5000000000,52565,613198641,23,1.1397826319312114,1.187099568416998e-05,1.1982534812559312e-05,1.2094712219222688e-05,1.182485956278286e-05,1.2141771564541908e-05,1.1789300624222773e-05,1.2177859362243349e-05,0.8773602718,6952.412570652912,2.3965069625118623e-05
23,0.00021,3,5000000000,50142,613360923,24,1.1398247977446607,1.1321674550431677e-05,1.1430619004627994e-05,1.15406143772881e-05,1.1276649191259644e-05,1.1586364665031684e-05,1.1241941526159435e-05,1.1621156677166949e-05,0.8773278154,6952.636181336071,2.2861238009255988e-05
24,0.00021,3,5000000000,49001,613579337,25,1.1398815532891895,1.106401636518098e-05,1.117106720140398e-05,1.127921232391842e-05,1.1018288876777524e-05,1.1325035562372374e-05,1.0984359162453635e-05,1.1359845265255627e-05,0.8772841326,6952.9371632227485,2.234213440280796e-05
25,0.00021,3,5000000000,46866,613839521,26,1.1399491702729607,1.0579555905938844e-05,1.068497156553765e-05,1.0791066634842111e-05,1.0536274315830842e-05,1.083570932425977e-05,1.0502689133367664e-05,1.0869280827332904e-05,0.8772320958,6953.295744706124,2.13699431310753e-05
26,0.00021,3,5000000000,45513,614056270,27,1.1400055054331464,1.0273410416052007e-05,1.0377014116412296e-05,1.0481222019690618e-05,1.0230204207385033e-05,1.0525169231936316e-05,1.019736976880914e-05,1.0558863234663524e-05,0.877188746,6953.594497241047,2.075402823282459e-05
27,0.00021,3,5000000000,32586,620476059,28,1.1416765991179787,7.352671302590785e-06,7.440534733681457e-06,7.529539841371539e-06,7.316034900515686e-06,7.56648449612848e-06,7.288340109567173e-06,7.594976177343381e-06,0.8759047882,6962.456520048712,1.4881069467362915e-05
28,0.00021,3,5000000000,19553,624387758,29,1.1426972323372997,4.400303074204627e-06,4.468631797927034e-06,4.537719272611908e-06,4.372361841472332e-06,4.566316413555733e-06,4.350844852581889e-06,4.588594438803108e-06,0.8751224484,6967.869068100317,8.937263595854069e-06
29,0.00021,3,5000000000,18789,624751137,30,1.1427921371508087,4.2275240972961314e-06,4.294384294089468e-06,4.361900453569697e-06,4.200051374311962e-06,4.390072565341982e-06,4.178969144960383e-06,4.4118976095829e-06,0.8750497725999999,6968.37236042289,8.588768588178936e-06
